13825615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3,128,6,350,78,1,0,41,0,406,17,14,398,28,1,12,3,198,17,78,143,51,20,404,1,0,3,30,0,10,64,6,16,12,9,8,7,57,0,3,21,7,388,14,23,396,1,29,6,4,693,0,0,0
145,17,148,7,376,119,0,0,33,0,389,9,45,431,27,4,17,6,171,20,49,134,70,11,327,5,0,4,24,1,10,95,10,25,11,5,5,9,67,4,4,25,15,550,17,23,427,0,30,8,6,641,0,0,0
181,16,85,8,322,99,0,0,51,0,435,12,43,448,34,5,35,7,170,19,40,121,49,19,360,8,0,11,41,0,12,63,8,20,15,9,10,10,76,4,4,26,15,557,14,28,488,1,27,5,9,670,0,0,0
224,19,118,11,420,121,2,0,72,0,467,19,26,439,33,15,45,7,35,14,54,163,63,34,370,9,0,34,45,1,16,83,9,36,20,20,20,16,113,4,8,24,33,591,18,30,601,1,51,7,10,768,0,0,0
234,24,107,9,445,124,0,0,74,0,453,12,32,541,53,7,26,5,37,16,113,169,59,27,339,9,1,14,40,3,24,80,22,37,32,10,7,23,139,6,10,20,38,568,99,20,714,4,69,18,18,749,0,0,0
229,29,120,5,474,131,1,0,78,0,563,17,32,512,77,12,41,8,127,15,105,216,80,44,415,6,0,10,56,5,33,118,24,59,24,19,10,21,188,12,6,22,44,510,103,24,833,0,59,17,12,1023,0,0,0
267,58,138,27,568,153,3,5,96,0,578,106,35,886,97,36,81,73,377,23,172,190,105,33,399,87,0,19,65,4,49,136,79,64,32,85,42,9,150,11,20,46,50,772,244,49,840,38,77,26,24,1544,0,0,0
317,38,132,31,703,117,5,4,92,0,559,104,48,794,132,41,82,53,355,28,141,297,108,48,394,77,2,11,61,12,44,97,81,110,32,114,28,25,161,6,21,70,47,692,287,53,927,39,99,17,20,1743,0,0,0
315,32,153,55,801,123,17,2,106,0,485,112,46,755,130,37,80,49,333,30,150,275,102,70,396,58,1,9,81,7,48,160,62,162,29,124,36,21,168,16,10,45,44,792,273,36,897,32,91,25,44,1703,0,0,0
387,30,179,44,797,127,9,3,104,0,389,125,66,772,118,46,93,59,314,42,187,301,92,53,389,62,4,79,95,21,45,181,59,164,16,119,16,19,186,17,20,55,62,833,292,42,909,39,119,36,43,1718,0,0,0
362,11,201,61,866,116,7,7,95,0,577,146,86,797,150,62,72,84,420,26,160,315,117,84,412,88,4,81,99,14,60,195,83,178,24,138,28,25,206,26,31,56,60,768,352,62,938,55,140,15,40,2080,0,0,0
396,25,198,67,784,108,19,10,125,0,623,115,73,742,130,30,78,54,289,44,159,306,119,88,467,63,0,84,93,15,55,154,62,201,25,148,23,15,228,38,29,44,99,876,383,49,1023,41,136,28,40,2131,0,0,0
286,9,250,74,992,152,11,13,119,0,569,131,100,819,115,51,65,57,356,31,183,261,88,71,438,95,3,9,94,23,66,235,63,193,20,116,64,27,201,18,25,41,57,915,363,47,1050,55,95,26,38,2156,0,0,0
337,10,219,47,594,84,0,3,70,0,599,88,53,783,91,11,70,51,290,22,128,241,76,78,430,70,7,15,87,11,54,222,36,103,38,97,15,37,193,6,10,39,63,722,388,55,1009,39,84,21,24,2216,0,0,0
318,20,242,104,511,141,7,14,96,0,520,134,98,772,120,38,66,77,355,36,176,261,86,75,426,86,7,86,94,19,59,201,87,170,15,120,48,32,217,33,28,37,65,802,332,75,1144,42,92,36,35,2517,0,0,0
387,15,223,79,883,137,8,25,101,0,440,119,73,694,109,47,71,84,321,35,152,245,91,66,405,72,4,22,82,16,59,163,101,147,25,101,35,20,180,15,37,55,106,608,297,58,1014,28,85,35,29,2586,0,0,0
425,11,193,70,951,141,21,16,106,0,553,125,90,772,103,39,80,47,449,32,182,296,113,62,494,107,3,107,110,18,57,132,82,166,36,107,22,31,192,23,22,64,52,781,343,58,1116,47,79,27,22,2592,0,0,0
394,10,192,73,843,125,9,6,63,0,778,98,58,840,89,33,70,49,338,29,174,319,88,67,529,84,3,82,97,11,28,170,57,129,30,69,20,44,203,18,17,44,36,779,343,62,1145,47,90,27,21,2690,0,0,0
416,12,213,59,718,123,10,8,101,0,714,100,92,1020,109,22,77,37,314,25,150,279,65,95,666,119,2,124,116,8,15,198,36,149,16,65,13,29,228,7,37,49,45,713,381,79,1359,43,92,17,25,2606,0,0,0
389,13,225,75,854,127,19,19,88,0,609,128,68,888,92,41,59,62,397,23,155,295,74,61,488,132,2,81,84,15,39,184,72,134,23,98,44,35,183,7,25,38,68,745,406,60,1264,53,70,27,37,2525,0,0,0
449,9,207,90,958,157,6,12,79,0,550,125,62,830,106,33,91,71,226,32,170,333,99,64,576,136,4,104,67,7,24,182,84,184,18,132,27,28,205,5,28,58,85,859,428,72,946,44,101,27,35,2032,0,0,0
545,14,212,93,855,160,15,7,63,0,622,148,65,867,91,41,109,46,238,19,181,314,105,46,443,136,3,121,131,13,36,169,80,195,27,112,32,37,201,9,52,76,125,923,372,63,1117,39,76,29,42,2105,0,0,0
606,28,216,118,1224,231,18,10,98,0,642,144,85,948,133,47,112,92,270,32,203,353,125,65,514,203,4,102,135,5,45,218,69,215,26,109,137,52,217,18,54,95,154,899,422,60,1034,49,93,55,49,2041,0,0,0
650,11,303,78,1359,213,14,15,87,0,768,150,100,1136,133,52,155,94,266,21,180,338,135,72,660,312,6,124,149,17,40,217,88,235,31,149,103,38,219,20,60,131,111,1046,542,58,1128,93,117,34,66,2030,0,0,0
697,13,273,137,1265,239,31,6,92,0,724,129,82,989,125,64,218,85,365,26,236,312,126,78,646,342,7,123,246,14,42,192,72,293,25,137,118,44,236,23,44,129,145,1124,566,69,1020,90,82,43,44,2017,0,0,0
726,8,362,119,1278,243,51,14,88,0,740,154,146,1361,110,68,265,124,376,31,226,320,163,80,593,386,5,120,279,8,44,217,81,292,21,127,175,67,230,12,47,167,196,1241,589,58,1164,83,104,43,56,2052,0,0,0
654,10,344,132,1300,316,21,4,85,0,379,119,105,1557,183,40,289,161,430,29,162,305,150,73,578,358,16,120,273,16,44,249,124,390,17,160,253,49,232,14,48,134,224,1141,629,64,1163,92,94,40,70,2230,0,0,0
577,19,354,164,1253,343,22,10,83,0,732,169,133,1561,175,61,323,137,370,23,198,298,171,95,562,393,12,140,254,3,49,345,109,345,19,123,248,71,213,18,38,122,215,1434,629,53,1091,84,96,44,90,2057,0,0,0
574,13,334,254,812,321,38,17,67,0,696,171,112,1829,193,46,338,105,329,17,255,261,189,72,688,363,23,112,216,5,61,249,102,299,18,129,295,70,172,10,19,106,204,960,618,50,1077,103,126,45,85,2044,0,0,0
552,25,321,327,920,340,11,13,76,0,748,212,157,2074,219,43,262,126,425,11,212,292,263,89,671,291,31,83,340,9,37,260,127,174,42,93,303,79,199,7,27,114,322,1278,698,76,1078,97,101,72,99,2304,0,0,0
366,23,309,118,819,274,10,12,74,0,688,319,157,1562,193,37,133,106,365,33,191,320,169,103,531,158,19,68,190,4,48,213,86,271,40,99,128,120,205,15,23,53,194,1149,506,91,977,78,151,48,48,2216,0,0,0
334,18,298,81,1229,188,12,4,59,0,642,334,111,1077,153,21,93,70,422,23,150,197,102,75,456,92,4,67,214,7,42,191,78,169,18,98,74,41,214,25,22,48,109,1057,518,94,898,102,114,26,82,2059,0,0,0
316,37,275,66,952,194,8,11,35,0,521,370,122,1009,145,13,78,52,284,18,134,289,99,86,439,60,3,60,182,8,49,200,95,200,26,86,68,31,184,28,19,36,75,947,370,87,860,115,81,39,65,2041,1,0,0
297,54,280,49,927,156,20,14,76,0,468,57,82,962,95,14,40,19,233,27,122,279,105,68,329,64,9,59,132,7,38,218,88,168,18,60,31,81,196,43,16,40,117,851,381,80,769,125,61,16,37,1904,0,0,0
351,51,234,29,717,129,5,4,51,0,468,56,94,863,91,18,39,23,350,20,117,260,85,55,316,52,2,56,120,11,48,156,88,154,26,63,73,28,193,21,30,40,52,842,336,64,780,120,69,27,33,1875,2,0,0
350,45,175,34,693,133,2,0,75,0,303,347,82,839,66,14,35,24,289,11,156,235,87,59,375,58,10,50,89,6,40,142,82,130,8,48,60,36,148,10,20,36,54,765,334,58,710,93,56,14,42,1532,0,0,0
341,41,163,28,732,125,5,3,53,0,175,352,77,749,62,6,30,19,326,20,139,178,103,69,398,52,0,55,68,5,45,116,47,98,5,56,43,30,143,16,20,21,79,737,275,45,740,106,46,20,21,1644,5,0,0
331,35,151,37,673,99,4,5,48,0,189,369,56,544,56,4,22,8,227,30,119,215,92,53,425,10,3,61,85,4,19,110,52,78,8,62,50,22,127,14,8,28,32,751,297,34,647,79,45,14,14,1794,0,0,0
357,22,126,31,613,130,1,2,45,0,208,348,59,542,36,1,18,4,248,13,97,196,79,44,397,6,0,52,96,2,19,91,46,57,10,35,15,22,119,6,17,29,44,750,262,28,645,54,39,10,10,1672,0,0,0
250,17,117,16,593,77,6,0,60,0,476,355,65,482,31,1,10,6,302,9,31,200,55,20,359,4,0,44,102,3,6,88,34,18,1,28,41,15,97,6,10,22,61,781,255,29,660,26,26,4,15,1576,0,0,0
257,11,99,14,465,85,7,1,36,0,496,303,51,511,43,0,5,10,120,24,4,156,45,22,263,7,0,14,114,1,9,63,24,72,4,19,8,15,83,2,13,19,42,611,364,24,733,25,16,6,12,1471,5,0,0
244,5,92,1,497,88,1,0,78,0,363,241,43,490,17,0,3,5,262,17,63,161,45,29,252,3,0,2,60,3,3,61,18,55,0,20,40,19,71,1,5,14,43,552,272,23,624,19,22,3,15,1471,1,0,0
207,6,102,0,466,77,8,0,72,0,346,185,30,374,16,0,3,2,206,2,52,171,47,24,232,0,0,6,43,3,5,77,9,46,3,7,4,19,62,3,15,0,6,520,255,18,661,16,20,4,4,1432,5,0,0
44,5,90,3,482,75,4,0,49,0,261,183,28,389,20,1,1,2,206,19,53,173,51,14,212,0,0,3,100,0,4,43,13,41,3,7,41,12,64,1,10,0,56,539,234,19,603,17,20,11,5,1507,6,0,0
199,8,94,3,411,60,9,0,82,0,231,160,20,402,29,1,1,0,202,27,38,168,13,27,186,2,0,2,42,2,5,64,8,42,0,12,26,9,59,1,7,1,44,572,203,18,545,16,11,3,3,1507,2,0,0
177,7,57,0,365,57,6,0,47,0,253,150,18,369,20,1,4,7,184,19,32,145,51,31,183,0,0,13,42,1,8,43,13,41,0,9,26,4,43,0,7,0,32,516,176,14,554,13,9,6,5,1308,0,0,0
186,6,63,0,390,68,5,0,56,0,221,122,17,396,23,1,3,2,191,15,48,185,50,29,134,7,0,4,19,0,2,60,8,51,0,8,25,5,49,0,13,2,5,467,165,15,460,12,16,11,1,1375,2,0,0
160,6,67,0,357,69,5,0,53,0,222,161,22,397,18,0,0,1,199,15,49,166,36,18,104,6,0,5,41,1,1,69,7,45,0,3,0,6,57,0,8,3,0,471,169,16,510,12,10,3,1,1198,0,0,0
166,6,77,3,354,72,8,0,60,0,231,200,18,429,26,0,4,1,196,23,46,134,41,25,230,2,0,8,37,0,4,38,5,45,0,20,8,5,71,0,4,2,21,438,190,17,494,13,15,4,2,1123,0,0,0
174,5,102,5,362,59,1,0,65,0,210,231,22,490,38,0,3,12,227,19,55,144,45,22,262,1,0,15,15,2,2,64,9,3,7,1,14,3,52,0,12,3,5,491,182,16,490,7,13,11,1,1011,2,0,0
153,5,127,3,343,62,5,0,61,0,281,251,18,378,21,0,2,3,261,17,51,159,31,26,205,2,0,5,34,0,1,89,5,42,1,14,0,7,46,0,2,3,3,500,155,20,471,14,23,14,5,978,2,0,0
197,2,116,0,160,72,4,1,44,0,335,209,16,442,26,0,2,5,219,14,40,150,41,10,181,5,0,6,44,1,1,60,7,43,1,5,1,5,55,1,0,3,46,519,206,21,520,11,28,0,3,979,2,0,0
216,3,142,0,411,95,8,1,71,0,483,228,22,518,40,0,6,5,344,13,36,122,49,20,235,5,0,43,35,0,6,76,4,43,4,19,40,4,68,0,3,3,30,561,163,16,536,8,29,2,2,1172,1,0,0
286,3,179,0,525,110,7,2,55,0,414,208,28,579,46,1,3,10,364,14,55,139,46,13,190,2,0,53,41,2,6,109,7,62,2,30,40,6,65,0,14,2,29,542,194,20,584,7,64,3,4,959,1,0,0
274,12,133,0,543,89,6,2,59,0,215,160,26,503,55,2,6,12,301,13,44,148,51,17,250,8,0,51,39,2,17,84,8,43,0,25,59,6,66,2,7,3,79,579,282,25,678,13,34,6,9,1010,1,0,0
277,13,137,0,627,97,6,0,65,0,226,161,26,687,52,7,8,16,360,14,72,186,46,30,219,18,0,58,113,1,21,93,15,63,4,34,46,10,117,7,9,0,15,780,300,19,773,9,56,11,6,1201,0,0,0
268,4,137,0,678,102,8,0,67,0,211,171,39,607,67,1,7,12,395,21,60,165,64,32,257,6,0,62,48,2,24,97,9,69,0,45,17,18,97,4,13,3,33,782,220,31,960,18,45,12,6,1374,0,0,0
312,7,122,2,656,132,10,0,66,0,230,177,63,644,44,7,2,12,370,14,89,170,33,30,323,28,0,61,33,1,26,100,24,71,2,47,74,10,109,10,15,4,41,778,232,31,924,18,52,24,9,1354,1,0,0
238,27,132,14,720,102,16,5,55,0,261,201,47,696,69,13,50,21,549,45,105,195,139,34,469,101,5,90,89,13,68,126,48,150,17,123,75,14,213,13,28,43,44,794,227,40,924,38,51,39,27,1453,1,0,0
288,17,136,23,781,115,16,8,74,0,308,173,50,734,70,5,62,39,677,54,117,177,158,24,504,103,4,85,77,5,83,134,94,120,18,109,109,25,171,9,23,54,50,951,207,34,995,40,70,32,39,1555,2,0,0
265,23,194,33,840,98,32,9,67,0,278,179,45,789,75,10,92,23,681,46,108,301,167,27,518,140,5,81,97,4,71,105,156,154,9,136,56,27,219,19,27,59,118,768,239,36,968,49,85,20,36,1691,3,0,0
261,27,139,37,812,101,26,15,90,0,364,198,30,765,54,14,64,20,809,45,87,199,136,29,550,114,2,93,118,7,113,127,124,181,11,119,72,24,201,26,18,32,108,981,236,31,1037,47,67,26,34,1750,2,0,0
275,31,193,13,853,124,29,5,52,0,384,170,54,836,70,17,135,9,837,47,93,189,177,38,571,132,5,94,81,6,49,108,84,210,7,117,62,26,213,9,18,52,131,1080,303,34,1032,61,52,15,38,1450,1,0,0
335,25,224,22,909,137,43,14,95,0,587,190,72,923,102,17,98,25,1175,59,126,180,170,36,649,168,3,57,90,8,80,157,138,318,17,142,63,23,235,13,30,47,172,1314,291,34,1047,60,68,19,28,1438,0,0,0
482,21,224,19,857,164,42,15,86,0,787,174,107,885,76,32,75,20,1108,62,93,219,210,30,822,203,4,105,109,6,103,181,171,295,19,143,43,16,236,11,40,53,183,1269,323,33,1227,86,48,40,19,1627,1,0,0
647,38,193,35,639,147,21,30,73,0,781,178,99,853,75,20,64,49,1163,41,127,218,182,37,1093,210,9,63,98,6,72,165,176,242,14,167,50,9,208,14,54,48,338,1644,405,25,1425,56,52,31,29,1900,2,0,0
916,35,217,74,946,230,52,32,121,0,1086,190,106,1116,151,30,99,71,1444,67,113,301,216,47,977,251,3,130,128,14,161,186,260,459,11,275,125,13,282,30,172,65,416,1692,480,52,1643,75,87,33,75,2367,4,0,0
1480,32,281,94,905,300,51,47,121,0,1338,221,97,1529,246,57,194,109,1759,50,169,480,224,46,1483,238,5,92,102,20,172,170,380,1242,16,359,134,37,424,84,351,69,716,2229,494,49,2225,71,224,68,137,2939,2,0,0
1595,62,344,142,920,402,62,67,162,0,1416,248,109,1995,458,86,205,141,2138,90,220,622,302,89,1537,282,5,97,155,41,126,225,506,1285,19,475,190,47,566,161,268,66,597,2524,603,95,3087,100,360,70,150,3411,3,0,0
1508,46,424,197,1025,556,73,84,145,0,1320,232,131,2271,474,37,259,150,2096,136,331,907,379,140,1647,309,27,263,127,81,166,247,562,745,59,661,120,25,629,169,233,116,517,3327,772,119,4757,88,392,80,314,4318,1,0,0
1263,81,446,134,957,483,61,112,62,0,1427,140,158,2227,492,89,347,239,2484,158,210,831,447,202,1794,397,9,272,212,59,250,482,475,797,54,438,285,62,642,150,138,87,406,2924,1198,121,6106,99,407,83,208,4701,0,0,0
867,46,512,154,812,492,141,157,65,0,783,247,117,1903,349,112,415,273,2068,158,193,697,508,211,1353,325,20,321,281,90,268,408,397,761,74,466,271,63,539,130,120,106,556,3023,1282,128,5554,127,510,108,169,4785,0,0,0
1074,49,649,301,1255,705,202,151,135,0,1014,367,171,2008,469,93,396,249,1967,213,397,753,696,188,1168,380,26,454,380,149,356,460,627,767,161,485,390,103,762,185,145,134,522,3518,1111,180,5990,173,685,147,336,5963,1,0,0
799,56,934,293,1783,891,138,148,158,0,818,510,149,1790,545,116,513,405,1751,211,399,716,720,152,1014,403,36,412,476,107,399,484,647,695,125,488,386,120,892,166,104,133,322,3430,1087,203,4673,231,820,123,245,6543,4,0,0
593,18,1046,231,2043,757,144,118,120,0,605,603,177,1500,326,115,473,338,1750,129,272,672,708,127,1037,407,29,398,553,55,348,557,621,475,77,386,398,150,608,89,70,121,175,3284,1060,194,2042,181,523,105,231,4918,3,0,0
597,55,824,158,2349,687,128,78,104,0,651,531,173,1572,376,84,512,335,1592,120,243,605,493,125,959,381,40,305,297,40,231,481,468,451,58,298,403,123,486,113,70,130,306,2367,959,185,2730,174,412,112,176,4120,0,0,0
