9368 ,4809 ,6093 ,2831 ,6769 ,9165 ,6332 ,7266 ,5508 ,3539 
9627 ,1280 ,1703 ,3106 ,9054 ,632 ,2089 ,9936 ,3392 ,2167 
9694 ,1188 ,2386 ,4367 ,9331 ,9725 ,392 ,933 ,4743 ,8563 
6055 ,9212 ,2170 ,1692 ,9855 ,8387 ,6921 ,5352 ,2393 ,3956 
2431 ,8583 ,3213 ,6694 ,6514 ,4064 ,401 ,4252 ,7435 ,3775 
5889 ,9128 ,2085 ,9811 ,5322 ,3886 ,9806 ,413 ,982 ,9234 
4910 ,6052 ,4271 ,7537 ,599 ,5595 ,9478 ,1004 ,6015 ,1683 
1558 ,2000 ,2546 ,8099 ,6261 ,1436 ,2584 ,2858 ,5742 ,4859 
7290 ,2245 ,4355 ,2333 ,7193 ,5889 ,4959 ,8514 ,994 ,4453 
1499 ,7427 ,6238 ,1883 ,2261 ,4163 ,8119 ,5013 ,1353 ,2101 
3922 ,6142 ,3740 ,4954 ,8723 ,8008 ,4325 ,4516 ,8274 ,6447 
6480 ,2200 ,5343 ,2323 ,4541 ,778 ,1106 ,5127 ,9759 ,4831 
9907 ,3544 ,7393 ,8118 ,8985 ,1937 ,4331 ,8521 ,9646 ,9489 
5693 ,2179 ,6412 ,8078 ,9041 ,4876 ,4262 ,9933 ,9633 ,2852 
2546 ,3738 ,6697 ,9436 ,511 ,9753 ,5830 ,9707 ,8111 ,2571 
4873 ,7503 ,5496 ,2393 ,4951 ,6919 ,2729 ,7471 ,3438 ,4912 
5340 ,6708 ,9986 ,371 ,1680 ,2603 ,8228 ,4705 ,9000 ,8761 
267 ,6609 ,2098 ,2878 ,4764 ,3199 ,3766 ,961 ,4340 ,4263 
8848 ,2507 ,5909 ,3472 ,6645 ,6690 ,2339 ,6383 ,7704 ,7787 
8950 ,7430 ,9123 ,3711 ,6728 ,7757 ,9316 ,7086 ,4296 ,5217 
8949 ,6887 ,6450 ,5203 ,4763 ,7336 ,7677 ,9522 ,7517 ,8088 
4582 ,1775 ,4699 ,1653 ,7341 ,290 ,6764 ,1970 ,1081 ,5926 
4500 ,787 ,9542 ,4248 ,4542 ,7880 ,30 ,3176 ,845 ,3177 
8367 ,9390 ,387 ,9166 ,8646 ,3713 ,6558 ,7662 ,5144 ,5650 
9535 ,4472 ,8207 ,8194 ,5843 ,7144 ,5180 ,4591 ,8753 ,8139 
7117 ,2662 ,2229 ,456 ,3614 ,2059 ,3614 ,8821 ,7747 ,1467 
3139 ,5630 ,3143 ,2035 ,1519 ,5736 ,2373 ,9102 ,6495 ,434 
9975 ,5002 ,7147 ,7633 ,280 ,3593 ,5384 ,142 ,2953 ,9558 
4632 ,508 ,724 ,5686 ,5830 ,2992 ,9850 ,4054 ,1637 ,2566 
6075 ,1438 ,9202 ,515 ,9324 ,3480 ,9689 ,4373 ,2568 ,9121 
8616 ,3301 ,8353 ,7966 ,3367 ,9160 ,8729 ,6189 ,8638 ,8552 
6022 ,8717 ,3305 ,5378 ,8911 ,7793 ,1990 ,6639 ,8288 ,7363 
6268 ,8615 ,3374 ,1154 ,9246 ,3901 ,1600 ,9578 ,2324 ,5387 
4909 ,3315 ,530 ,8062 ,7016 ,1388 ,3306 ,5962 ,7729 ,2817 
3769 ,834 ,1249 ,9164 ,5215 ,689 ,5252 ,8198 ,6234 ,9337 
6853 ,4172 ,4461 ,1156 ,2223 ,2613 ,8290 ,7677 ,9571 ,3291 
9959 ,1538 ,1873 ,2955 ,7038 ,883 ,6936 ,9746 ,78 ,8016 
4292 ,7670 ,5771 ,4263 ,8224 ,655 ,8080 ,2221 ,8499 ,4221 
9034 ,1518 ,8412 ,6417 ,4804 ,2773 ,6252 ,6624 ,2073 ,4241 
845 ,7155 ,1743 ,6784 ,6094 ,9654 ,7094 ,8494 ,2156 ,6212 
7255 ,1802 ,7583 ,8773 ,6934 ,7840 ,8554 ,8918 ,4109 ,5586 
2504 ,69 ,8306 ,5060 ,6123 ,5000 ,2244 ,1156 ,8595 ,6719 
2002 ,9884 ,1571 ,8264 ,107 ,7508 ,4223 ,2407 ,4637 ,1933 
992 ,4488 ,1431 ,4968 ,5989 ,3664 ,5566 ,5540 ,8955 ,2846 
9582 ,7974 ,5215 ,6454 ,7733 ,4360 ,7028 ,5904 ,9785 ,7952 
9893 ,8467 ,5976 ,8012 ,2059 ,4162 ,9226 ,7010 ,9046 ,9898 
6156 ,2293 ,5958 ,6498 ,6989 ,559 ,7855 ,1288 ,488 ,4992 
4016 ,7538 ,3648 ,1472 ,4351 ,2176 ,2004 ,1342 ,9852 ,6735 
7877 ,6153 ,9979 ,7198 ,2087 ,9164 ,4025 ,7358 ,6262 ,5462 
5074 ,5681 ,6544 ,6385 ,7613 ,704 ,8703 ,7833 ,1676 ,3158 
8649 ,8625 ,6873 ,4354 ,9774 ,1895 ,9171 ,8689 ,6675 ,3965 
8275 ,7866 ,2021 ,4018 ,9731 ,7213 ,8551 ,3412 ,6804 ,3076 
4659 ,6075 ,3432 ,3704 ,4945 ,9152 ,4089 ,4975 ,3186 ,9353 
7332 ,6144 ,7694 ,3031 ,9833 ,9695 ,7174 ,8727 ,5254 ,4319 
1468 ,982 ,2453 ,3601 ,4680 ,2770 ,7755 ,8748 ,719 ,2421 
437 ,4453 ,5407 ,9952 ,4967 ,9609 ,3900 ,990 ,4028 ,5242 
9457 ,327 ,4330 ,4494 ,6442 ,6328 ,1197 ,2941 ,9309 ,5868 
1132 ,2011 ,1060 ,7975 ,7622 ,9584 ,5621 ,6271 ,2276 ,1130 
4720 ,7328 ,2309 ,5848 ,1122 ,9572 ,7945 ,7692 ,6907 ,3859 
7458 ,9255 ,8932 ,1543 ,2781 ,5993 ,637 ,1414 ,8233 ,5544 
1120 ,9331 ,7644 ,5608 ,5276 ,6242 ,556 ,5211 ,1686 ,887 
1028 ,9605 ,2870 ,3325 ,2376 ,1068 ,6583 ,6178 ,9730 ,4523 
909 ,6620 ,6900 ,5826 ,1801 ,5991 ,4802 ,2268 ,6504 ,777 
3421 ,5536 ,9117 ,7036 ,2403 ,1751 ,5262 ,2277 ,7131 ,4240 
7344 ,4143 ,7295 ,655 ,747 ,5304 ,3918 ,2071 ,9530 ,1547 
8672 ,5816 ,8196 ,9510 ,4006 ,3476 ,4602 ,1170 ,7063 ,8117 
606 ,6583 ,1910 ,2393 ,6930 ,1327 ,5201 ,9301 ,4859 ,8318 
6232 ,5112 ,9971 ,2523 ,4716 ,4795 ,7005 ,4509 ,3753 ,4250 
2515 ,8598 ,5271 ,7114 ,1750 ,2651 ,4007 ,9493 ,9443 ,9491 
9934 ,7879 ,2027 ,9026 ,6714 ,8224 ,8422 ,7589 ,2109 ,8519 
4546 ,8357 ,4359 ,5920 ,2958 ,7465 ,819 ,4383 ,3688 ,6205 
6855 ,6931 ,7411 ,1394 ,2699 ,3029 ,8817 ,4633 ,9927 ,2155 
1332 ,2180 ,9460 ,1181 ,29 ,823 ,60 ,4191 ,418 ,6636 
8929 ,1009 ,4452 ,9607 ,5191 ,3874 ,5062 ,3913 ,2887 ,1381 
1848 ,4400 ,6696 ,5572 ,4163 ,5957 ,4385 ,7245 ,9302 ,4101 
5342 ,8352 ,9623 ,885 ,2616 ,1105 ,3902 ,8495 ,2432 ,3362 
1490 ,1013 ,8778 ,9137 ,5608 ,6271 ,5646 ,724 ,6879 ,2707 
2059 ,8599 ,3937 ,9775 ,1522 ,8799 ,6102 ,9060 ,4424 ,9213 
3492 ,9977 ,8640 ,467 ,2836 ,3517 ,1480 ,192 ,500 ,5936 
5954 ,7382 ,6641 ,6810 ,6803 ,3913 ,2631 ,1198 ,9795 ,7909 
7135 ,4991 ,70 ,4266 ,5552 ,1118 ,1435 ,8160 ,160 ,3128 
6547 ,8407 ,6769 ,6890 ,4279 ,4739 ,3266 ,5085 ,9817 ,831 
7369 ,1935 ,8185 ,9114 ,9926 ,3491 ,660 ,4184 ,2855 ,8687 
3079 ,793 ,9302 ,3125 ,4598 ,8980 ,8687 ,8173 ,8939 ,2743 
3693 ,8600 ,9712 ,7392 ,6460 ,8180 ,8653 ,7218 ,1520 ,8771 
5623 ,7932 ,5355 ,9196 ,9272 ,7244 ,9814 ,7904 ,3975 ,519 
5194 ,8113 ,4254 ,5698 ,8030 ,4586 ,437 ,5111 ,8664 ,8136 
7037 ,5139 ,6929 ,1299 ,3232 ,689 ,3231 ,6900 ,8088 ,9201 
4868 ,5363 ,5858 ,6367 ,3040 ,5877 ,6137 ,1199 ,6756 ,348 
9975 ,9946 ,8618 ,9488 ,3084 ,228 ,2455 ,7059 ,4672 ,5596 
2064 ,6332 ,1359 ,9389 ,3663 ,3733 ,7008 ,1061 ,5889 ,3410 
8926 ,694 ,3868 ,1880 ,7392 ,6415 ,4110 ,7838 ,71 ,8417 
5514 ,3421 ,7493 ,9234 ,2663 ,437 ,2068 ,8160 ,6025 ,1413 
7548 ,383 ,3941 ,5215 ,7471 ,6967 ,6011 ,8980 ,9909 ,4880 
8733 ,1673 ,7476 ,6191 ,7842 ,1388 ,1118 ,7144 ,4624 ,2375 
1464 ,5216 ,9167 ,4826 ,9710 ,5797 ,160 ,5562 ,3645 ,2497 
379 ,7436 ,1915 ,9247 ,3529 ,6257 ,6395 ,256 ,433 ,3435 
131 ,4404 ,9910 ,8240 ,1499 ,5979 ,9764 ,8894 ,3513 ,8603 
6399 ,1901 ,63 ,9180 ,3359 ,3875 ,3314 ,3066 ,5070 ,4067 
90 ,6755 ,8467 ,3506 ,692 ,6275 ,6797 ,5362 ,2842 ,6207 
9602 ,7500 ,1922 ,1770 ,1906 ,4019 ,7342 ,4328 ,6381 ,6084 
4179 ,6876 ,9728 ,4747 ,5362 ,1603 ,3543 ,7150 ,5552 ,8976 
6111 ,7300 ,9492 ,4507 ,3911 ,4179 ,880 ,8416 ,2299 ,4792 
3100 ,6434 ,428 ,8478 ,1927 ,6064 ,1369 ,6590 ,250 ,9578 
888 ,2077 ,826 ,2265 ,4471 ,6532 ,207 ,7912 ,7120 ,9122 
3688 ,3842 ,4405 ,8455 ,6117 ,8292 ,2 ,6560 ,3714 ,2797 
131 ,2021 ,6600 ,2794 ,3913 ,4311 ,3322 ,5912 ,9200 ,6437 
7096 ,2422 ,8548 ,4117 ,4928 ,1970 ,1887 ,9276 ,869 ,96 
2543 ,8913 ,7200 ,7037 ,1718 ,9957 ,2744 ,8538 ,9365 ,963 
323 ,3028 ,3486 ,1084 ,963 ,1772 ,5130 ,6005 ,2886 ,2692 
7984 ,2812 ,6605 ,2111 ,899 ,8467 ,4475 ,6227 ,8216 ,3920 
4505 ,5559 ,4069 ,4532 ,4661 ,8099 ,8680 ,6553 ,460 ,2263 
1207 ,1990 ,5031 ,4208 ,1834 ,4405 ,7254 ,8646 ,5975 ,3588 
3876 ,471 ,9040 ,8330 ,3675 ,8875 ,6174 ,7734 ,2586 ,1196 
1516 ,6514 ,4562 ,572 ,3731 ,7968 ,2700 ,6867 ,8630 ,6183 
6971 ,6802 ,576 ,7581 ,6906 ,1204 ,3166 ,708 ,3843 ,3090 
222 ,6148 ,9029 ,9973 ,1856 ,2869 ,540 ,6666 ,618 ,1805 
9350 ,1121 ,4614 ,5218 ,5955 ,1524 ,7905 ,5809 ,5307 ,5615 
4119 ,9169 ,4394 ,1824 ,4694 ,8624 ,6066 ,3774 ,5966 ,9132 
1950 ,3804 ,6241 ,6659 ,2121 ,4774 ,6940 ,6026 ,2274 ,1725 
9575 ,1478 ,6219 ,9197 ,7572 ,8773 ,9807 ,7407 ,8749 ,8991 
7989 ,1932 ,164 ,8752 ,178 ,7180 ,6091 ,9766 ,5543 ,511 
7107 ,2312 ,1642 ,6322 ,5661 ,2245 ,2716 ,9060 ,6815 ,1934 
8907 ,7564 ,7927 ,3665 ,3005 ,4549 ,4699 ,9770 ,225 ,9322 
9451 ,8000 ,3698 ,2903 ,7984 ,9067 ,430 ,289 ,7091 ,2431 
6391 ,4246 ,730 ,6280 ,4383 ,9150 ,6910 ,5705 ,1628 ,1150 
9013 ,7016 ,7991 ,6556 ,510 ,3348 ,3924 ,6286 ,6792 ,6279 
4652 ,8028 ,7439 ,4176 ,2314 ,8542 ,4655 ,536 ,3654 ,1961 
8667 ,7473 ,3775 ,8400 ,494 ,260 ,2528 ,2839 ,1193 ,2103 
8790 ,2694 ,2181 ,1901 ,133 ,232 ,4151 ,3703 ,1977 ,1610 
7018 ,5323 ,3511 ,911 ,7408 ,7197 ,5567 ,1134 ,2315 ,6209 
6252 ,8587 ,5265 ,1153 ,168 ,5713 ,2943 ,5022 ,9590 ,9479 
3929 ,217 ,953 ,447 ,757 ,410 ,1836 ,6491 ,8681 ,6331 
41 ,8681 ,2462 ,4227 ,7884 ,27 ,9115 ,7081 ,528 ,136 
8173 ,1955 ,1581 ,172 ,8054 ,5716 ,2633 ,7368 ,9958 ,2113 
3441 ,6531 ,9997 ,694 ,2239 ,3350 ,7424 ,8086 ,7046 ,1374 
2501 ,1198 ,6255 ,344 ,3199 ,7229 ,4765 ,5325 ,658 ,4913 
7875 ,8258 ,3086 ,2959 ,4971 ,913 ,6097 ,1370 ,4796 ,7381 
5305 ,723 ,990 ,558 ,4293 ,5932 ,6246 ,1498 ,1281 ,4261 
9815 ,3480 ,5419 ,7431 ,1244 ,6299 ,3982 ,7495 ,1510 ,4254 
3048 ,7076 ,2945 ,5798 ,5427 ,3934 ,7847 ,332 ,845 ,4351 
6765 ,6950 ,281 ,8112 ,667 ,6959 ,9753 ,3986 ,5874 ,3282 
7640 ,3278 ,1112 ,4513 ,8493 ,2238 ,994 ,8122 ,6034 ,388 
2004 ,7156 ,142 ,4422 ,3612 ,2463 ,1543 ,5816 ,7440 ,6428 
3100 ,1252 ,9005 ,2371 ,3104 ,1635 ,5151 ,266 ,2106 ,985 
9771 ,5292 ,9705 ,6278 ,3060 ,9575 ,9444 ,8696 ,9279 ,3559 
3679 ,9748 ,386 ,6869 ,443 ,9169 ,4934 ,6381 ,7808 ,883 
4753 ,3502 ,4679 ,3548 ,731 ,3797 ,2072 ,6368 ,4672 ,3827 
6811 ,2492 ,2964 ,9122 ,1721 ,6197 ,2764 ,7849 ,8177 ,8531 
2775 ,5427 ,9237 ,8108 ,4873 ,8896 ,3678 ,8070 ,3021 ,6587 
967 ,3013 ,1991 ,8879 ,3144 ,6324 ,5546 ,8759 ,8979 ,8751 
6971 ,8866 ,5681 ,1467 ,8899 ,8911 ,9785 ,4483 ,877 ,6740 
5060 ,9471 ,1632 ,4884 ,4175 ,5261 ,1310 ,8060 ,5299 ,3680 
4347 ,1980 ,379 ,2148 ,3242 ,4755 ,1010 ,9213 ,8342 ,694 
5786 ,7607 ,7829 ,8589 ,8922 ,1166 ,6227 ,4499 ,4811 ,3374 
6636 ,7374 ,63 ,198 ,6376 ,3440 ,694 ,699 ,5537 ,3299 
7765 ,1142 ,7311 ,9636 ,8623 ,7222 ,3940 ,8108 ,7552 ,1516 
4910 ,3955 ,4728 ,7969 ,6859 ,190 ,9430 ,4220 ,2784 ,5398 
3788 ,6743 ,8006 ,2624 ,4580 ,1020 ,1190 ,8311 ,6674 ,6216 
3770 ,4457 ,3169 ,3979 ,736 ,9107 ,9398 ,3150 ,3685 ,4171 
2049 ,1644 ,2031 ,3584 ,1889 ,8049 ,9067 ,2226 ,5909 ,691 
4371 ,1863 ,6427 ,811 ,2186 ,7926 ,4135 ,2767 ,7444 ,3264 
9149 ,6239 ,8380 ,9318 ,9907 ,4640 ,6562 ,4831 ,4037 ,5826 
331 ,528 ,9389 ,5119 ,3683 ,1685 ,4061 ,3257 ,6096 ,1194 
618 ,3669 ,6981 ,9127 ,5543 ,6933 ,7597 ,4893 ,606 ,641 
7105 ,5769 ,5570 ,8962 ,6323 ,4268 ,8474 ,9145 ,7439 ,4959 
4530 ,671 ,964 ,2872 ,2996 ,5384 ,7666 ,6299 ,4073 ,6341 
2356 ,811 ,8473 ,6579 ,7318 ,9130 ,7101 ,7943 ,6776 ,6042 
9245 ,4422 ,7286 ,322 ,8719 ,8132 ,9883 ,7985 ,1508 ,7727 
6609 ,3297 ,7554 ,5922 ,1306 ,938 ,4657 ,3302 ,3095 ,9233 
2578 ,4327 ,4860 ,4344 ,4654 ,3309 ,9983 ,9494 ,9469 ,1502 
2064 ,8037 ,3633 ,4577 ,9515 ,1381 ,7489 ,7160 ,4580 ,4952 
4259 ,4225 ,2719 ,8554 ,5174 ,1554 ,7965 ,8471 ,4852 ,8573 
2861 ,3080 ,7268 ,1141 ,7504 ,366 ,6651 ,6827 ,9556 ,9856 
2046 ,1275 ,8834 ,9613 ,2061 ,4865 ,1960 ,4866 ,7350 ,6455 
3870 ,9266 ,4950 ,9506 ,1149 ,2418 ,2997 ,2215 ,7585 ,565 
5071 ,6499 ,4923 ,2776 ,3223 ,8442 ,2210 ,895 ,7405 ,2096 
6262 ,3163 ,2029 ,1872 ,6725 ,4292 ,591 ,90 ,2891 ,6996 
6331 ,6713 ,4279 ,2127 ,8773 ,598 ,2763 ,641 ,1192 ,6827 
4859 ,2272 ,8113 ,6811 ,7819 ,9873 ,8918 ,9914 ,3209 ,3673 
8152 ,1998 ,743 ,710 ,2242 ,7550 ,625 ,4788 ,5157 ,6402 
9341 ,130 ,9827 ,2086 ,9357 ,5870 ,7401 ,9139 ,8189 ,6155 
5958 ,4739 ,5054 ,9429 ,9969 ,1761 ,7515 ,3398 ,9960 ,7917 
883 ,4839 ,2704 ,8609 ,420 ,7558 ,1985 ,4971 ,1116 ,4985 
8109 ,2452 ,7198 ,5340 ,7812 ,2038 ,9965 ,6866 ,1355 ,8338 
4961 ,5766 ,5603 ,7680 ,9294 ,6032 ,3893 ,62 ,8117 ,2160 
2321 ,1668 ,7792 ,1971 ,9467 ,8410 ,1886 ,3587 ,6306 ,3377 
86 ,2607 ,9038 ,7820 ,948 ,9304 ,3068 ,4542 ,8904 ,4250 
9037 ,4076 ,7805 ,4316 ,9260 ,5145 ,1035 ,4018 ,8174 ,2470 
808 ,3709 ,7385 ,7980 ,6908 ,3738 ,2804 ,8642 ,7155 ,1524 
4450 ,4650 ,8927 ,9841 ,2337 ,7255 ,8320 ,6686 ,860 ,5847 
1265 ,5856 ,5915 ,2692 ,6192 ,7274 ,1791 ,8412 ,2360 ,7799 
7274 ,1283 ,1194 ,2175 ,7852 ,5309 ,5932 ,2534 ,5154 ,3460 
8840 ,2487 ,6037 ,5212 ,7119 ,7720 ,564 ,7887 ,1564 ,8420 
5149 ,6521 ,9410 ,6338 ,9849 ,2691 ,5450 ,3723 ,3201 ,6998 
108 ,6438 ,3933 ,7559 ,3047 ,7747 ,4702 ,8145 ,6251 ,7352 
8340 ,2710 ,3600 ,8014 ,6179 ,8577 ,2711 ,7077 ,8900 ,9330 
1151 ,1574 ,3477 ,9660 ,2932 ,2474 ,2378 ,6379 ,344 ,3488 
1648 ,8823 ,91 ,3213 ,729 ,4290 ,2621 ,7975 ,3041 ,8500 
9817 ,3619 ,7807 ,9435 ,3843 ,2380 ,4052 ,4641 ,7915 ,8586 
9827 ,7378 ,3968 ,8673 ,7428 ,4911 ,4444 ,6228 ,5512 ,1916 
194 ,6418 ,4283 ,6717 ,8551 ,9150 ,9770 ,1841 ,3637 ,6398 
969 ,7820 ,3716 ,8494 ,3819 ,8749 ,9500 ,6472 ,3987 ,6128 
9938 ,4812 ,578 ,2786 ,8274 ,7077 ,5614 ,9708 ,9545 ,1884 
7818 ,617 ,8468 ,3170 ,1806 ,1707 ,9174 ,4457 ,7840 ,7485 
1164 ,6733 ,8254 ,5898 ,804 ,8352 ,9496 ,3827 ,9299 ,8673 
1815 ,3361 ,4345 ,2218 ,2576 ,7542 ,8269 ,6257 ,2100 ,3636 
132 ,8164 ,2152 ,127 ,4956 ,3251 ,4843 ,5445 ,7003 ,5728 
3159 ,746 ,1002 ,6740 ,7799 ,4210 ,5078 ,853 ,1226 ,8692 
4760 ,3583 ,3449 ,7253 ,5051 ,7110 ,8748 ,7592 ,5730 ,5928 
3680 ,6084 ,617 ,8203 ,2438 ,9783 ,4558 ,4251 ,3550 ,3173 
28 ,4898 ,2050 ,9212 ,6083 ,7502 ,945 ,102 ,7681 ,855 
2878 ,6332 ,399 ,6613 ,6892 ,3409 ,4068 ,2857 ,8912 ,1480 
7486 ,1348 ,8493 ,6687 ,1637 ,1131 ,5033 ,1067 ,6951 ,6508 
439 ,1218 ,844 ,1821 ,9247 ,461 ,3324 ,6593 ,4281 ,6718 
5366 ,7926 ,4103 ,6141 ,7135 ,336 ,4916 ,3204 ,3370 ,440 
6751 ,411 ,5303 ,2365 ,5665 ,1211 ,197 ,6278 ,7892 ,5330 
8030 ,6651 ,6375 ,9761 ,6267 ,5161 ,4758 ,1151 ,1835 ,3109 
8802 ,1954 ,5314 ,2072 ,1317 ,7739 ,618 ,5529 ,7763 ,575 
9199 ,3101 ,8890 ,6431 ,7855 ,9533 ,4895 ,8936 ,8498 ,2926 
1642 ,9335 ,7116 ,2050 ,3199 ,3382 ,490 ,9750 ,8450 ,502 
5990 ,9475 ,6170 ,6134 ,4201 ,7343 ,1674 ,9921 ,7023 ,4195 
526 ,4410 ,7348 ,2844 ,7226 ,7124 ,3562 ,7323 ,7343 ,9234 
9122 ,7902 ,1217 ,2352 ,1380 ,7704 ,7267 ,7281 ,3551 ,7663 
9192 ,7132 ,9085 ,6084 ,5236 ,7142 ,247 ,8603 ,1666 ,2573 
1574 ,5678 ,8268 ,8097 ,6680 ,4751 ,2759 ,4051 ,2304 ,6811 
5469 ,3428 ,2176 ,7105 ,1180 ,2751 ,2116 ,5928 ,265 ,2646 
271 ,2714 ,4445 ,6698 ,4583 ,4147 ,4722 ,6094 ,2649 ,2217 
3666 ,6897 ,9116 ,1104 ,5129 ,5268 ,3892 ,6267 ,1949 ,7715 
1615 ,2050 ,6300 ,9057 ,9181 ,6298 ,5413 ,7133 ,7538 ,6619 
9858 ,6949 ,4540 ,870 ,3079 ,2422 ,429 ,6841 ,5280 ,264 
